date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,unused1,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,unused2,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,unused3,unused4,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered,riskLevels.caseDensity,cdcTransmissionLevel,actuals.vaccinationsAdditionalDose,metrics.vaccinationsAdditionalDoseRatio,metrics.weeklyNewCasesPer100k,hsa,hsaPopulation,actuals.hsaHospitalBeds.capacity,actuals.hsaHospitalBeds.currentUsageTotal,actuals.hsaHospitalBeds.currentUsageCovid,actuals.hsaIcuBeds.capacity,actuals.hsaIcuBeds.currentUsageTotal,actuals.hsaIcuBeds.currentUsageCovid,metrics.bedsWithCovidPatientsRatio,hsaName,actuals.hospitalBeds.weeklyCovidAdmissions,actuals.hsaHospitalBeds.weeklyCovidAdmissions,metrics.weeklyCovidAdmissionsPer100k,communityLevels.cdcCommunityLevel,communityLevels.canCommunityLevel
2021-12-12,US,,,0,,,iso1:us,49799748,795967,51420948,627843681,67410,776585,591150,67596,,81942,63378,15595,,36770,564091870,224182818,190810874,0.071,,33.9,0.12,1.14,0.1,,,0.77,3,0.676,0.576,195,457954917,3,3,52192560,0.157,237.1,,,,,,,,,0.087,,56019,,16.9,,2
2021-12-13,US,,,0,,,iso1:us,50002607,797255,51535005,629051013,67410,725112,555056,68903,,82124,63824,15914,,203273,564081300,224433777,191077160,0.073,,34.1,0.12,1.16,0.1,,,0.78,3,0.677,0.576,1288,459099157,3,3,52821069,0.159,239.0,,,,,,,,,0.095,,55867,,16.9,,2
2021-12-14,US,,,0,,,iso1:us,50119466,798989,51685018,630833974,67410,729012,575168,69500,,82538,65827,15993,,117273,566790730,224663690,191304795,0.075,,34.3,0.12,1.18,0.1,,,0.8,3,0.678,0.577,1734,460191916,3,3,53455111,0.161,240.2,,,,,,,,,0.095,,55598,,16.8,,2
2021-12-15,US,,,0,,,iso1:us,50264697,801080,51859332,632751255,67410,784206,621986,69557,,82698,66030,15896,,145645,569257130,225039117,191628169,0.079,,34.1,0.12,1.2,0.1,,,0.8,3,0.679,0.578,2091,461832609,3,3,54394030,0.164,238.8,,,,,,,,,0.089,,55439,,16.7,,2
2021-12-16,US,,,0,,,iso1:us,50411007,802242,52042487,634623052,67410,782573,621725,69415,,82534,66086,15909,,146724,571805600,225331348,191910470,0.084,,35.3,0.12,1.23,0.1,,,0.8,3,0.68,0.579,1162,463444892,3,3,55372802,0.167,246.9,,,,,,,,,0.089,,55274,,16.7,,2
2021-12-17,US,,,0,,,iso1:us,50582124,804338,52225910,636391486,67410,780738,615376,69365,,82355,65515,15941,,171531,576086790,225743475,192213159,0.086,,37.6,0.11,1.25,0.1,,,0.8,3,0.681,0.58,2096,465227607,3,3,56430900,0.17,263.4,,,,,,,,,0.089,,55246,,16.7,,2
2021-12-18,US,,,0,,,iso1:us,50656787,804812,52385667,637681479,67410,775279,595727,68214,,81837,63996,15906,,75077,575078630,226135760,192448077,0.09,,38.6,0.11,1.27,0.1,,,0.78,3,0.682,0.581,474,466896187,3,3,57467510,0.173,270.4,,,,,,,,,0.088,,55243,,16.7,,2
2021-12-19,US,,,0,,,iso1:us,50136339,804975,52524578,638567198,67410,771532,582223,68770,,81477,62370,15983,,72464,574400350,226475137,192636435,0.093,,40.2,0.1,1.29,0.1,,,0.77,3,0.683,0.581,163,468310171,3,3,58351899,0.176,281.2,,,,,,,,,0.089,,55364,,16.7,,2
2021-12-20,US,,,0,,,iso1:us,51032091,806394,52740496,639882754,67410,719209,545202,69868,,81483,62710,16210,,274299,573610510,226750516,192798140,0.1,,43.2,0.09,1.31,0.1,,,0.77,3,0.684,0.582,1419,469391245,3,3,58995784,0.178,302.6,,,,,,,,,0.097,,55957,,16.9,,2
2021-12-21,US,,,0,,,iso1:us,51221562,808482,53045834,641741478,67410,722787,559845,70819,,81597,64178,16148,,183667,575463760,225955553,193265869,0.111,,46.1,0.09,1.33,0.1,,,0.79,3,0.682,0.583,2054,470458889,3,3,60379608,0.182,322.6,,,,,,,,,0.098,,56670,,17.1,,2
2021-12-22,US,,,0,,,iso1:us,51465148,810568,53408685,643737456,67410,773524,596890,71998,,81818,64168,16251,,239514,578010000,226341866,193488535,0.124,,50.1,0.08,1.34,0.1,,,0.78,3,0.683,0.584,2086,471994966,3,3,61323868,0.185,350.9,,,,,,,,,0.093,,57799,,17.4,,2
2021-12-23,US,,,0,,,iso1:us,51730350,813852,53788152,645700027,67410,771120,582955,72357,,81220,63114,16187,,265202,580734970,226716211,193689861,0.136,,55.2,0.07,1.35,0.1,,,0.78,3,0.684,0.584,1157,473718410,3,3,62445886,0.188,386.7,,,,,,,,,0.094,,59276,,17.9,,2
2021-12-24,US,,,0,,,iso1:us,51914275,814854,54102608,647131985,67410,764712,553237,72231,,80814,61193,16240,,192270,584829455,228220874,194884320,0.149,,56.1,0.07,1.36,0.1,,,0.76,3,0.688,0.588,1002,477756833,3,3,63762112,0.192,392.9,,,,,,,,,0.094,,60607,,18.3,,2
2021-12-25,US,,,0,,,iso1:us,51972623,814953,54290589,647881448,67410,758550,521212,72653,,80266,59351,16356,,66693,584853535,228391503,194965410,0.157,,55.8,0.07,1.37,0.1,,,0.74,3,0.689,0.588,99,478387571,3,3,64143817,0.194,390.4,,,,,,,,,0.096,,61856,,18.7,,2
2021-12-26,US,,,0,,,iso1:us,52162337,815032,54519921,648604748,67410,756992,528221,76415,,80152,59582,16589,,173024,582501095,228453024,194991609,0.166,,60.1,0.07,1.37,0.1,,,0.74,3,0.689,0.588,80,478588609,3,3,64259240,0.194,420.7,,,,,,,,,0.101,,64086,,19.3,,2
2021-12-27,US,,,0,,,iso1:us,52705396,816775,54956790,649851814,67410,708948,514640,81768,,80428,61336,17075,,543059,581936875,228627690,195095746,0.182,,71.7,0.06,1.37,0.1,,,0.76,3,0.69,0.589,1743,479254269,3,3,64634214,0.195,501.8,,,,,,,,,0.115,,67576,,20.4,,2
2021-12-28,US,,,0,,,iso1:us,53085844,819271,55546567,651527680,67410,716035,545337,87215,,80763,63265,17274,,380448,581937735,228984441,195312536,0.204,,80.2,0.05,1.37,0.1,,,0.78,5,0.691,0.589,1895,480748176,5,3,65527469,0.198,561.2,,,,,,,,,0.122,,72629,,21.9,,2
2021-12-29,US,,,0,,,iso1:us,53574865,821372,56173174,653199973,67410,771408,594888,93496,,81192,63819,17828,,489021,586404875,229319692,195521200,0.226,,90.9,0.04,1.36,0.1,,,0.79,5,0.692,0.59,2070,481997420,5,3,66227708,0.2,636.4,,,,,,,,,0.121,,78786,,23.8,,2
2021-12-30,US,,,0,,,iso1:us,54159277,822781,56810467,654876939,67410,772696,596989,97895,,81203,63960,18157,,584412,587431945,229627649,195682935,0.248,,104.7,0.04,1.36,0.1,,,0.79,5,0.693,0.59,1355,483277462,5,3,67033138,0.202,732.7,,,,,,,,,0.127,,85206,,25.7,,2
2021-12-31,US,,,0,,,iso1:us,54605803,823976,57360599,656304397,67410,768844,585696,101787,,80875,63339,18382,,446526,587330645,230031238,195918048,0.262,,115.6,0.04,1.34,0.1,,,0.78,5,0.694,0.591,1195,484833105,5,3,67953216,0.205,809.4,,,,,,,,,0.132,,92314,,27.8,,2
2022-01-01,US,,,0,,,iso1:us,54766863,824249,57726607,657177065,67410,765583,566312,104401,,80966,62542,18863,,161060,586869445,230201652,196009386,0.27,,119.7,0.03,1.33,0.1,,,0.77,5,0.694,0.591,273,485473083,5,3,68334376,0.206,837.9,,,,,,,,,0.136,,98899,,29.8,,2
2022-01-02,US,,,0,,,iso1:us,55053500,824481,58131809,658083702,67410,764172,568618,110527,,80856,62747,19606,,286637,586659295,230201652,196009386,0.276,,124.6,0.03,1.31,0.1,,,0.78,5,0.694,0.591,232,485473083,5,3,68334376,0.206,872.2,,,,,,,,,0.145,,105288,,31.8,,2
2022-01-03,US,,,0,,,iso1:us,56071200,826131,58790778,659603521,67410,712815,543477,116164,,80959,63841,20340,,,586497645,230483018,196158843,0.282,,,,1.29,0.1,,,0.79,5,0.695,0.592,1650,486432768,5,3,68856038,0.208,,,,,,,,,,0.163,,111106,,33.5,,2
2022-01-04,US,,,0,,,iso1:us,56956682,828493,59635732,661624745,67410,718667,562670,122989,,81575,65840,21039,,885482,586498325,230907173,196413725,0.288,,143.5,0.03,1.27,0.1,,,0.81,5,0.697,0.593,2318,488048740,5,3,69789956,0.211,1004.2,,,,,,,,,0.171,,116760,,35.2,,2
2022-01-05,US,,,0,,,iso1:us,57660265,830618,60558005,663825838,67410,776281,611321,129858,,81850,66867,21526,,703583,590027095,231209485,196621527,0.292,,154.2,0.03,1.24,0.1,,,0.82,5,0.697,0.593,2040,489178545,5,3,70403755,0.212,1079.7,,,,,,,,,0.167,,122365,,36.9,,2
2022-01-06,US,,,0,,,iso1:us,58418774,832590,61451786,666041303,67410,777064,614248,135201,,82091,67138,22131,,758509,604041205,231553625,196830523,0.294,,163.0,0.02,1.22,0.1,,,0.82,5,0.699,0.594,1972,490447738,5,3,71115520,0.215,1140.9,,,,,,,,,0.174,,127740,,38.5,,2
2022-01-07,US,,,0,,,iso1:us,59318701,835273,62259095,668069968,67410,777064,611934,139889,,81910,67149,22860,,895728,604041205,231890052,197028815,0.294,,185.6,0.02,1.19,0.1,,,0.82,5,0.7,0.594,2683,491789659,5,3,71918528,0.217,1299.0,,,,,,,,,0.18,,132820,,40.1,,2
2022-01-08,US,,,0,,,iso1:us,59764941,835963,62870246,669608934,67410,775214,600154,141604,,81920,65670,23148,,446240,610944275,232252076,197239927,0.293,,199.9,0.02,1.16,0.1,,,0.8,5,0.701,0.595,655,493151257,5,3,72702075,0.219,1399.4,,,,,,,,,0.183,,138324,,41.7,,2
2022-01-09,US,,,0,,,iso1:us,60079298,836364,63355200,670744828,67410,772112,592083,145116,,81624,65644,23796,,314357,610901995,232578127,197435409,0.292,,201.3,0.02,1.13,0.1,,,0.8,5,0.702,0.596,401,494384597,5,3,73411097,0.221,1409.2,,,,,,,,,0.188,,141754,,42.8,,2
2022-01-10,US,,,0,,,iso1:us,61512808,838048,63968433,672190992,67410,720168,562739,149438,,81367,66178,24485,,1433510,610881155,232791195,197561317,0.291,,234.3,0.02,1.1,0.1,,,0.81,5,0.702,0.596,1684,495171813,5,3,73858898,0.223,1640.3,,,,,,,,,0.208,,144541,,43.6,,2
2022-01-11,US,,,0,,,iso1:us,62282388,840727,64706501,674068691,67410,725423,577692,153231,,81980,67987,25077,,769580,613044895,233038163,197712754,0.29,,229.3,0.02,1.08,0.1,,,0.83,5,0.703,0.596,2635,496126259,5,3,74413030,0.224,1605.3,,,,,,,,,0.211,,147314,,44.4,,2
2022-01-12,US,,,0,,,iso1:us,63163370,843488,65485670,676136810,67410,782734,621699,157668,,82373,68293,25324,,880982,615648425,233389580,197933010,0.286,,237.0,0.02,1.05,0.1,,,0.83,5,0.704,0.597,2761,497412379,5,3,75120148,0.227,1658.9,,,,,,,,,0.201,,149705,,45.2,,2
2022-01-13,US,,,0,,,iso1:us,64029744,845744,66260253,678305152,67410,783388,622597,159292,,82383,68373,25556,,866374,617471615,233759526,198163416,0.282,,241.6,0.02,1.02,0.1,,,0.83,5,0.705,0.598,,498755269,5,3,75879860,0.229,1691.4,,,,,,,,,0.203,,151316,,45.6,,2
2022-01-14,US,,,0,,,iso1:us,64962512,848735,66973255,680347882,67410,784061,620784,160128,,82442,68413,25732,,891313,619610335,234083554,198379384,0.277,,241.4,0.02,1.0,0.1,,,0.83,5,0.706,0.598,2991,500090255,5,3,76668139,0.231,1690.1,,,,,,,,,0.204,,152919,,46.1,,2
2022-01-15,US,,,0,,,iso1:us,65385739,849733,67507111,681825170,,779292,605268,157395,,81993,67522,25798,,423227,622260955,234421252,198573301,0.275,,240.4,,0.97,0.1,,,0.82,5,0.707,0.599,821,501330664,5,3,77368498,0.233,1683.1,,,,,,,,,0.202,,153961,,46.4,,2
2022-01-16,US,,,0,,,iso1:us,64426127,850143,67901789,682778643,,776983,595077,157788,,81813,66344,25864,,337406,622289055,234685471,198704953,0.274,,241.4,,0.95,0.1,,,0.81,5,0.708,0.599,410,502288693,5,3,77930737,0.235,1690.1,,,,,,,,,0.203,,153349,,46.3,,2
2022-01-17,US,,,0,,,iso1:us,64455923,850917,68394488,683962634,,722496,560527,158099,,81601,66295,26075,,628362,622289055,234860466,198777190,0.273,,206.7,,0.92,0.1,,,0.81,5,0.709,0.6,776,502915433,5,3,78310742,0.236,1447.2,,,,,,,,,0.219,,151775,,45.8,,2
2022-01-18,US,,,0,,,iso1:us,67612956,853899,69060333,685810725,,725274,574390,160514,,82200,67831,26369,,1177927,622702065,235059117,198875865,0.27,,224.3,,0.9,0.1,,,0.83,5,0.709,0.6,2982,503599562,5,3,78690094,0.237,1570.4,,,,,,,,,0.221,,150979,,45.5,,2
2022-01-19,US,,,0,,,iso1:us,68463452,857273,69784350,687972945,,783641,623017,161808,,82678,68901,26455,,850496,624881165,236667433,199885692,0.266,,223.0,,0.88,0.1,,,0.83,5,0.714,0.603,3248,504722398,5,3,79319070,0.239,1561.2,,,,,,,,,0.206,,149947,,45.2,,2
2022-01-20,US,,,0,,,iso1:us,69210921,859945,70441818,690039954,,782271,623702,160188,,82562,68860,26280,,747469,625890625,236982688,200213976,0.263,,217.9,,0.86,0.1,,,0.83,5,0.715,0.604,2672,506123277,5,3,80062239,0.242,1525.3,,,,,,,,,0.205,,148684,,44.9,,2
2022-01-21,US,,,0,,,iso1:us,70036236,863811,71019240,691882634,,782369,619821,157925,,82787,68636,26017,,825315,627635205,237199627,200385235,0.26,,215.1,,0.84,0.1,,,0.83,5,0.716,0.605,3866,507062561,5,3,80608202,0.243,1505.4,,,,,,,,,0.202,,146351,,44.1,,2
2022-01-22,US,,,0,,,iso1:us,70373620,864745,71435609,693178046,,779416,605494,153089,,82535,67561,25674,,337479,630229575,237486734,200583565,0.257,,211.4,,0.82,0.1,,,0.82,5,0.716,0.605,935,508082793,5,3,81134840,0.245,1479.5,,,,,,,,,0.196,,143593,,43.3,,2
2022-01-23,US,,,0,,,iso1:us,70573101,865316,71737833,693989772,,775665,595848,152112,,82038,66425,25523,,199571,630291075,237667948,200704729,0.255,,205.4,,0.8,0.1,,,0.81,5,0.717,0.605,571,508738936,5,3,81485706,0.246,1438.0,,,,,,,,,0.196,,141755,,42.8,,2
2022-01-24,US,,,0,,,iso1:us,71602698,867488,72101253,695123713,,722854,563187,151387,,82084,66740,25557,,981574,630291975,237855893,200801549,0.249,,220.6,,0.78,0.1,,,0.81,5,0.718,0.606,2172,509403496,5,3,81870787,0.247,1544.5,,,,,,,,,0.209,,140591,,42.4,,2
2022-01-25,US,,,0,,,iso1:us,72113568,870460,72505340,696604120,,727779,578920,150712,,82467,68269,25303,,510870,631276015,238171460,201019347,0.242,,191.9,,0.76,0.1,,,0.83,5,0.718,0.606,2973,510420855,5,3,82344978,0.248,1343.3,,,,,,,,,0.207,,139132,,42.0,,2
2022-01-26,US,,,0,,,iso1:us,72796237,874351,72913963,698231742,,784453,625427,148698,,82656,68486,25065,,621872,632634415,238381858,201178538,0.234,,182.0,,0.74,0.1,,,0.83,5,0.719,0.607,3891,511205112,5,3,82750932,0.25,1274.3,,,,,,,,,0.19,,136224,,41.1,,2
2022-01-27,US,,,0,,,iso1:us,73325691,877441,73280285,699860674,,783806,621774,144546,,82439,68012,24464,,529454,633698015,236113938,201480790,0.224,,172.6,,0.73,0.1,,,0.82,5,0.712,0.608,,510361694,5,3,84002607,0.253,1208.5,,,,,,,,,0.184,,132831,,40.1,,2
2022-01-28,US,,,0,,,iso1:us,73880603,881318,73614598,701369000,,783137,618138,140266,,82496,67515,24017,,554912,634994045,236306856,201654917,0.215,,161.0,,0.71,0.1,,,0.82,5,0.713,0.608,3877,511199774,5,3,84464554,0.255,1127.0,,,,,,,,,0.179,,129589,,39.1,,2
2022-01-29,US,,,0,,,iso1:us,74122716,882624,73843200,702331779,,779196,598311,134175,,82261,66357,23429,,246791,636399885,236512100,201835552,0.208,,157.1,,0.7,0.1,,,0.81,5,0.713,0.609,1347,512005780,5,3,84874864,0.256,1099.6,,,,,,,,,0.172,,126696,,38.2,,2
2022-01-30,US,,,0,,,iso1:us,74226008,882985,74007206,702910828,,774227,589944,132604,,82084,65446,23191,,103292,636414455,236697165,201990256,0.203,,152.9,,0.68,0.1,,,0.8,5,0.714,0.609,361,512716762,5,3,85241667,0.257,1070.6,,,,,,,,,0.171,,123474,,37.2,,2
2022-01-31,US,,,0,,,iso1:us,74887385,885551,74224894,703899812,,723851,555933,130503,,81970,65613,22906,,661377,636414355,236823675,202107913,0.195,,139.1,,0.67,0.1,,,0.8,5,0.714,0.61,2567,513196850,5,3,85471661,0.258,974.0,,,,,,,,,0.18,,119846,,36.2,,2
2022-02-01,US,,,0,,,iso1:us,75183757,889133,74476422,705382573,,728490,572609,127340,,82268,66905,22666,,296372,637145725,236969644,202238603,0.183,,129.9,,0.66,0.1,,,0.81,5,0.715,0.61,3276,513764726,5,3,85752938,0.259,909.3,,,,,,,,,0.175,,115554,,34.9,,2
2022-02-02,US,,,0,,,iso1:us,75507329,892758,74725926,706991358,,782798,616240,123937,,82510,67056,21909,,323572,638289585,243921908,208731306,0.171,,117.0,,0.65,0.1,,,0.81,5,0.736,0.63,3465,514436679,5,3,89048239,0.269,819.3,,,,,,,,,0.158,,111216,,33.6,,2
2022-02-03,US,,,0,,,iso1:us,75819511,895779,74926745,708355364,,781088,612654,119408,,82389,66569,21326,,312182,639464515,244115371,208931450,0.162,,107.7,,0.64,0.1,,,0.81,5,0.736,0.63,3021,515173106,5,3,89415800,0.27,753.7,,,,,,,,,0.153,,107000,,32.3,,2
2022-02-04,US,,,0,,,iso1:us,76132466,899755,75096786,709635292,,779970,609502,114270,,82331,66304,20572,,312955,640206615,244243269,209071980,0.152,,97.2,,0.63,0.1,,,0.81,5,0.737,0.631,3976,515721548,5,3,89715740,0.271,680.7,,,,,,,,,0.147,,101804,,30.7,,2
2022-02-05,US,,,0,,,iso1:us,76256233,900623,75239123,710590374,,777069,593004,108307,,82036,65009,19638,,123767,640358315,244413567,209239928,0.145,,91.9,,0.63,0.1,,,0.79,5,0.737,0.631,868,516356118,5,3,90010544,0.272,643.6,,,,,,,,,0.139,,97294,,29.4,,2
2022-02-06,US,,,0,,,iso1:us,76312385,901001,75339149,711105311,,772942,580210,105680,,81576,63670,19276,,56152,640459115,244555537,209380207,0.14,,89.9,,0.62,0.1,,,0.78,5,0.738,0.632,378,516857649,5,3,90231001,0.272,629.4,,,,,,,,,0.137,,94033,,28.4,,2
2022-02-07,US,,,0,,,iso1:us,76660005,903738,75482984,712170997,,721593,548094,103813,,81441,63767,18975,,347620,640459115,244658277,209496236,0.132,,76.4,,0.62,0.1,,,0.78,5,0.738,0.632,2737,517236934,5,3,90416689,0.273,534.7,,,,,,,,,0.144,,90617,,27.3,,2
2022-02-08,US,,,0,,,iso1:us,76853600,907094,75630892,713635847,,725258,568874,100301,,81937,65729,18347,,197992,641635925,244785780,209633663,0.123,,72.2,,0.62,0.1,,,0.8,3,0.738,0.632,3357,517734158,3,3,90654676,0.273,505.1,,,,,,,,,0.138,,86364,,26.1,,2
2022-02-09,US,,,0,,,iso1:us,77079949,910664,75760949,715038385,,781599,617059,96633,,82375,66002,17712,,226349,643374505,244930767,209814860,0.114,,68.0,,0.62,0.1,,,0.8,3,0.739,0.633,3570,518341409,3,3,90947151,0.274,475.7,,,,,,,,,0.124,,82448,,24.9,,2
2022-02-10,US,,,0,,,iso1:us,77253503,913925,75875537,716367764,,781409,615946,92509,,82183,65859,17041,,173554,644404585,245108394,209994478,0.106,,62.0,,0.62,0.1,,,0.8,3,0.739,0.633,3261,519017989,3,3,91261877,0.275,433.9,,,,,,,,,0.118,,78751,,23.8,,2
2022-02-11,US,,,0,,,iso1:us,77421361,916723,75980344,717645275,,781679,614179,87991,,81992,65366,16118,,167858,645448985,245201344,210123223,0.099,,55.7,,0.62,0.1,,,0.8,3,0.74,0.634,2799,519497527,3,3,91516704,0.276,390.1,,,,,,,,,0.113,,75979,,22.9,,2
2022-02-12,US,,,0,,,iso1:us,77485323,917484,76054163,718443693,,778407,597262,83127,,81701,64037,15434,,63962,646259585,245363636,210288954,0.094,,53.2,,0.63,0.1,,,0.78,3,0.74,0.634,762,520117608,3,3,91797660,0.277,372.1,,,,,,,,,0.107,,72909,,22.0,,2
2022-02-13,US,,,0,,,iso1:us,77519021,917956,76107019,718883733,,772808,583286,80414,,81142,62169,14883,,33698,646284985,245480626,210417237,0.09,,52.2,,0.63,0.1,,,0.77,3,0.741,0.635,472,520576768,3,3,92002606,0.278,365.3,,,,,,,,,0.104,,69689,,21.0,,2
2022-02-14,US,,,0,,,iso1:us,77725039,920541,76180919,719778208,,716613,542976,78291,,80643,61555,14389,,206018,646285085,245567768,210511590,0.084,,46.1,,0.64,0.1,,,0.76,3,0.741,0.635,2586,520894595,3,3,92157829,0.278,322.6,,,,,,,,,0.109,,66516,,20.1,,2
2022-02-15,US,,,0,,,iso1:us,77641839,923389,76270881,721242743,,722679,561454,75217,,81088,63080,13812,,104598,646818485,245695340,210649693,0.078,,42.1,,0.64,0.1,,,0.78,3,0.741,0.635,2848,521378469,3,3,92373193,0.279,294.4,,,,,,,,,0.104,,62760,,18.9,,2
2022-02-16,US,,,0,,,iso1:us,77778852,926694,75644388,717837815,,780885,611712,71509,,81601,63700,13143,,113611,647388365,245812486,210762227,,,37.2,,0.65,0.1,,,0.78,3,0.742,0.636,3270,521806256,3,3,92562536,0.279,260.4,,,,,,,,,0.092,,59301,,17.9,,2
2022-02-17,US,,,0,,,iso1:us,77878907,929880,75720286,719247922,,782901,611999,68153,,81435,63665,12544,,100055,653941685,245967059,210999162,0.07,,34.0,,0.66,0.1,,,0.78,3,0.742,0.637,2794,523406549,3,3,92762108,0.28,238.3,,,,,,,,,0.087,,56139,,16.9,,2
2022-02-18,US,,,0,,,iso1:us,77984762,932371,75787744,720526772,,779811,607418,64752,,81232,62950,11918,,106458,655077885,246070498,211123209,0.065,,31.4,,0.66,0.1,,,0.77,3,0.742,0.637,2491,523867557,3,3,92977330,0.28,219.7,,,,,,,,,0.083,,52995,,16.0,,2
2022-02-19,US,,,0,,,iso1:us,78025629,933055,75835619,721364597,,776208,587651,61015,,80707,61066,11236,,40867,655714085,246203657,211259977,0.061,,30.4,,0.67,0.1,,,0.76,3,0.743,0.637,684,524365083,3,3,93189286,0.281,212.8,,,,,,,,,0.079,,49941,,15.1,,2
2022-02-20,US,,,0,,,iso1:us,78046879,933469,75867584,721781014,,770128,572086,58955,,80121,59277,10776,,21250,655731585,246271643,211328818,0.058,,29.9,,0.68,0.1,,,0.74,3,0.743,0.638,414,524643205,3,3,93317241,0.282,209.0,,,,,,,,,0.077,,47650,,14.4,,2
2022-02-21,US,,,0,,,iso1:us,78320631,934228,75910998,722434905,,716113,533754,57096,,80049,59234,10452,,54955,655731585,246334836,211398896,0.056,,23.3,,0.68,0.1,,,0.74,2,0.743,0.638,759,524874014,2,3,93434612,0.282,163.4,,,,,,,,,0.08,,45700,,13.8,,1
2022-02-22,US,,,0,,,iso1:us,78443355,936953,75962840,723578812,,720789,553717,55345,,80386,60707,10173,,122724,656142285,246452023,211517834,0.053,,24.1,,0.69,0.1,,,0.76,2,0.743,0.638,2725,525301722,2,3,93622954,0.282,168.9,,,,,,,,,0.077,,43473,,13.1,,1
2022-02-23,US,,,0,,,iso1:us,78527899,939977,76022661,724874382,,782699,609869,52872,,80932,61712,9622,,83025,656862485,246569644,211637191,0.051,,22.8,,0.7,0.1,,,0.76,2,0.744,0.638,3024,525728625,2,3,93808009,0.283,159.7,,,,,,,,,0.068,,41222,,12.4,,1
2022-02-24,US,,,0,,,iso1:us,78601204,942884,76065762,726050144,,781854,609271,50162,,80880,61578,9113,,72483,657298725,246691107,211755450,0.048,,21.6,,0.7,0.1,,,0.76,2,0.744,0.639,2908,526194674,2,3,94018529,0.284,151.4,,,,,,,,,0.064,,38904,,11.7,,1
2022-02-25,US,,,0,,,iso1:us,,945689,76106311,727124427,,779971,600895,47765,,80438,60768,8605,,,658480825,239934117,205464763,0.046,,,,0.71,0.1,,,0.76,2,0.724,0.62,2805,526552530,2,3,91099893,0.275,,,,,,,,,,0.061,,36934,,11.1,,1
2022-02-26,US,,,0,,,iso1:us,78711479,946254,76133989,727788824,,775147,579929,44807,,80146,59420,7998,,,658842125,246900403,211979089,0.044,,,,0.72,0.1,,,0.74,2,0.745,0.639,565,527034357,2,3,94381961,0.285,,,,,,,,,,0.058,,35206,,10.6,,1
2022-02-27,US,,,0,,,iso1:us,78720332,946451,76154547,728180395,,775454,564409,43393,,79715,57090,7593,,8853,658858725,246988868,212064399,0.043,,20.6,,0.72,0.1,,,0.72,2,0.745,0.64,197,527351257,2,3,94521138,0.285,144.5,,,,,,,,,0.056,,33743,,10.2,,1
2022-02-28,US,,,0,,,iso1:us,78827866,948417,76186716,729018210,,716480,529010,42654,,79577,57312,7356,,85575,659240225,247043652,212121020,0.04,,22.5,,0.73,0.1,,,0.72,2,0.745,0.64,1966,527548403,2,3,94619483,0.285,157.4,,,,,,,,,0.06,,32379,,9.8,,0
2022-03-01,US,,,0,,,iso1:us,78871436,950350,77411125,743473859,,721392,550863,41173,,80124,59536,7148,,38409,659454625,247123442,212201411,0.068,,17.4,,0.73,0.1,,,0.74,2,0.746,0.64,1933,527837059,2,3,94768848,0.286,121.8,,,,,,,,,0.057,,30816,,9.3,,0
2022-03-02,US,,,0,,,iso1:us,78929533,952698,77446718,744689319,,779488,601215,39407,,80533,60343,6797,,58097,659993545,247241984,212313717,0.067,,15.9,,0.74,0.1,,,0.75,2,0.746,0.64,2348,528199038,2,3,94965358,0.286,111.3,,,,,,,,,0.051,,29321,,8.8,,0
2022-03-03,US,,,0,,,iso1:us,78980581,954577,77477381,745868038,,781835,602397,37785,,80289,60155,6488,,51048,660703745,247271658,212411684,0.066,,14.6,,0.75,0.1,,,0.75,2,0.746,0.641,1879,528511418,2,3,95166043,0.287,102.2,,,,,,,,,0.048,,28041,,8.5,,0
2022-03-04,US,,,0,,,iso1:us,79030093,956469,77505253,746910509,,778462,595230,35663,,80246,59589,6039,,49512,661635215,247364201,212502979,0.066,,14.7,,0.76,0.1,,,0.74,2,0.746,0.641,1892,528843650,2,3,95328514,0.288,102.6,,,,,,,,,0.046,,26756,,8.1,,0
2022-03-05,US,,,0,,,iso1:us,79046590,956776,77525013,747559897,,774671,577159,32956,,79860,58151,5679,,16497,662296315,247454879,212589819,0.066,,13.3,,0.77,0.1,,,0.73,2,0.746,0.641,269,529158353,2,2,95453556,0.288,92.9,,,,,,,,,0.043,,25637,,7.7,,0
2022-03-06,US,,,0,,,iso1:us,78329145,956988,77539117,747902503,,770404,563022,32121,,79290,56348,5490,,6564,662309515,247517019,212653697,0.066,,13.2,,0.79,0.1,,,0.71,2,0.747,0.642,212,529384754,2,2,95546629,0.288,92.2,,,,,,,,,0.042,,24757,,7.5,,0
